prime_award_report_id,prime_award_piid,prime_award_idvpiid,prime_award_federal_award_id,Type_of_Spending,prime_award_date_submitted,prime_award_report_month,prime_award_report_year,prime_award_report_type,prime_award_principal_place_street,prime_award_principal_place_city,prime_award_principal_place_state,prime_award_principal_place_zip,prime_award_principal_place_district,prime_award_principal_place_country,prime_awardee_parent_duns,prime_awardee_parent_contractor_name,prime_award_contracting_agency_id,prime_award_contracting_agency_name,prime_award_contracting_office_id,prime_award_contracting_office_name,prime_award_funding_agency_id,prime_award_funding_agency_name,prime_award_funding_office_id,prime_award_funding_office_name,prime_award_program_source_agency,prime_award_program_source_account,prime_award_program_source_subaccount,prime_awardee_executive1,prime_awardee_executive1_compensation,prime_awardee_executive2,prime_awardee_executive2_compensation,prime_awardee_executive3,prime_awardee_executive3_compensation,prime_awardee_executive4,prime_awardee_executive4_compensation,prime_awardee_executive5,prime_awardee_executive5_compensation,prime_award_principal_naics_code,prime_award_principal_naics_desc,prime_award_CFDA_program_number_title_codes,prime_award_amount,prime_award_date_signed,prime_award_project_description,prime_award_transaction_type,prime_award_program_title,prime_awardee_recovery_model_q1,prime_awardee_recovery_model_q2,prime_award_fiscal_year,prime_award_contracting_major_agency_id,prime_award_contracting_major_agency_name,prime_award_funding_major_agency_id,prime_award_funding_major_agency_name,prime_award_agencyid,prime_award_idvagencyid,subawardee_dunsnumber,subawardee_name,subawardee_dba_name,subawardee_street,subawardee_city,subawardee_state,subawardee_zipcode,subawardee_congressionaldistrict,subawardee_countrycode,subaward_principal_place_street,subaward_principal_place_city,subaward_principal_place_state,subaward_principal_place_zip,subaward_principal_place_district,subaward_principal_place_country,subawardee_parent_duns,subawardee_parent_contractor_name,subaward_amount,subaward_date,subaward_principal_naics_code,subaward_principal_naics_desc,subaward_funding_office_id,subaward_funding_office_name,subaward_federal_agency_id,subaward_federal_agency_name,subaward_major_agency_id,subaward_major_agency_name,subaward_number,subaward_project_description,subawardee_recovery_model_q1,subawardee_recovery_model_q2,subaward_report_month,subaward_report_year,subaward_fiscal_year,subawardee_executive1,subawardee_executive1_compensation,subawardee_executive2,subawardee_executive2_compensation,subawardee_executive3,subawardee_executive3_compensation,subawardee_executive4,subawardee_executive4_compensation,subawardee_executive5,subawardee_executive5_compensation,subawardee_business_types,subaward_CFDA_program_number_title_codes
9424761d3b78b82eac10b2c02eb6f840,NM16X00701,,NM16X00701,sg,09/12/2013,09,2013,,,SANTA FE,NM,875041149,NM03,US,007111818,,,FEDERAL TRANSIT ADMINISTRATION,,,,,,,,,,,,,,,,,,,,,,20.513 Enhanced Mobility of Seniors and Individuals with Disabilities ,515008.00,10/01/2013,SPECIALIZED TRANSPORTATION ELDERLY/,,SPECIALIZED TRANSPORTATION ELDERLY/,,,2014,6900,"TRANSPORTATION, DEPARTMENT OF",6900,"TRANSPORTATION, DEPARTMENT OF",,,182769034,ARCA,ARCA FOUNDATION,11300 LOMAS BLVD N E,ALBUQUERQUE,NM,871125512,NM01,US,,Albuquerque,NM,871125512,NM01,US,,,120262.00,10/01/2013,,,,,,,6900,"TRANSPORTATION, DEPARTMENT OF",PTBNM16X007008,"NM 5310 FY 13/14 program, grantee will purchase Three replacment vans and Smart Phones.",0,0,09,2013,2014,,,,,,,,,,,,20.513 Enhanced Mobility of Seniors and Individuals with Disabilities 
9424761d3b78b82eac10b2c02eb6f840,NM16X00701,,NM16X00701,sg,09/12/2013,09,2013,,,SANTA FE,NM,875041149,NM03,US,007111818,,,FEDERAL TRANSIT ADMINISTRATION,,,,,,,,,,,,,,,,,,,,,,20.513 Enhanced Mobility of Seniors and Individuals with Disabilities ,515008.00,10/01/2013,SPECIALIZED TRANSPORTATION ELDERLY/,,SPECIALIZED TRANSPORTATION ELDERLY/,,,2014,6900,"TRANSPORTATION, DEPARTMENT OF",6900,"TRANSPORTATION, DEPARTMENT OF",,,602908584,DAUGHTERS OF CHARITY OF CANOSSA INC,Casa Angelica,5629 ISLETA BLVD SW,Albuquerque,NM,871056623,NM01,US,,Albuquerque,NM,871056623,NM01,US,182627471,,33600.00,10/01/2013,,,,,,,6900,"TRANSPORTATION, DEPARTMENT OF",PTBNM16X007009,"NM 5310 FY 13/14 program, grantee will purchase One replacment van.",0,0,09,2013,2014,,,,,,,,,,,,20.513 Enhanced Mobility of Seniors and Individuals with Disabilities 
9424761d3b78b82eac10b2c02eb6f840,NM16X00701,,NM16X00701,sg,09/12/2013,09,2013,,,SANTA FE,NM,875041149,NM03,US,007111818,,,FEDERAL TRANSIT ADMINISTRATION,,,,,,,,,,,,,,,,,,,,,,20.513 Enhanced Mobility of Seniors and Individuals with Disabilities ,515008.00,10/01/2013,SPECIALIZED TRANSPORTATION ELDERLY/,,SPECIALIZED TRANSPORTATION ELDERLY/,,,2014,6900,"TRANSPORTATION, DEPARTMENT OF",6900,"TRANSPORTATION, DEPARTMENT OF",,,113415504,GO FORS INC TOO,,2921 CARLISLE BOULEVARD NORTHEAST STE 205,ALBUQUERQUE,NM,871102863,NM01,US,,Albuquerque,NM,871102863,NM01,US,,,79460.00,10/01/2013,,,,,,,6900,"TRANSPORTATION, DEPARTMENT OF",PTBNM16X007010,"NM 5310 FY 13/14 program, grantee will purchase Three replacment van.",0,0,09,2013,2014,,,,,,,,,,,,20.513 Enhanced Mobility of Seniors and Individuals with Disabilities 
9424761d3b78b82eac10b2c02eb6f840,NM16X00701,,NM16X00701,sg,09/12/2013,09,2013,,,SANTA FE,NM,875041149,NM03,US,007111818,,,FEDERAL TRANSIT ADMINISTRATION,,,,,,,,,,,,,,,,,,,,,,20.513 Enhanced Mobility of Seniors and Individuals with Disabilities ,515008.00,10/01/2013,SPECIALIZED TRANSPORTATION ELDERLY/,,SPECIALIZED TRANSPORTATION ELDERLY/,,,2014,6900,"TRANSPORTATION, DEPARTMENT OF",6900,"TRANSPORTATION, DEPARTMENT OF",,,108384694,"ADELANTE DEVELOPMENT CENTER, INC.",ADELANTE ENTERPRISES,3900 OSUNA RD NE,ALBUQUERQUE,NM,871094459,NM01,US,,Albuquerque,NM,871094459,NM01,US,108384694,"ADELANTE DEVELOPMENT CENTER, INC.",181344.00,10/01/2013,,,,,,,6900,"TRANSPORTATION, DEPARTMENT OF",PTBNM16X007007,"NM 5310 FY 13/14 program, grantee will purchase six replacment vans.",0,0,09,2013,2014,,,,,,,,,,,,20.513 Enhanced Mobility of Seniors and Individuals with Disabilities 
0a395a46260a857aacf6e4622104f751,S12AP20003,,S12AP20003,sg,10/08/2013,10,2013,,,Santa Fe,NM,875054000,NM03,US,007111818,,,"OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT",,,,,,,,,,,,,,,,,,,,,,15.250 Regulation of Surface Coal Mining and Surface Effects of Underground Coal Mining,850000.00,10/08/2013,REGULATION OF SURFACE COAL MINING,,REGULATION OF SURFACE COAL MINING,,,2014,1400,"INTERIOR, DEPARTMENT OF THE",1400,"INTERIOR, DEPARTMENT OF THE",,,025287520,USGS CENTRAL REGION,COST CENTER #8631-NEW MEXICO SCEINCE CENTER,5338 MONTGOMERY BLVD NE STE 400,ALBUQUERQUE,NM,871091342,NM01,US,,Albuquerque,NM,871091311,NM01,US,161906193,,167700.00,10/08/2013,,,,,,,1400,"INTERIOR, DEPARTMENT OF THE",12CRNM000000014,Study to determine the potential for groundwater to transport metals from buried coal combustion by products to wells or streams ,0,0,10,2013,2014,,,,,,,,,,,,15.250 Regulation of Surface Coal Mining and Surface Effects of Underground Coal Mining
65038e51f927ee5228301df694201dc2,S13AF20048,,S13AF20048,sg,10/09/2013,10,2013,,,Santa Fe,NM,875054000,NM03,US,007111818,,,"OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT",,,,,,,,,,,,,,,,,,,,,,15.250 Regulation of Surface Coal Mining and Surface Effects of Underground Coal Mining,850000.00,06/30/2014,REGULATION OF SURFACE MINING,,REGULATION OF SURFACE MINING,,,2014,1400,"INTERIOR, DEPARTMENT OF THE",1400,"INTERIOR, DEPARTMENT OF THE",,,025287520,USGS CENTRAL REGION,COST CENTER #8631-NEW MEXICO SCEINCE CENTER,5338 MONTGOMERY BLVD NE STE 400,ALBUQUERQUE,NM,871091342,NM01,US,,Albuquerque,NM,871091311,NM01,US,161906193,,155700.00,06/30/2014,,,,,,,1400,"INTERIOR, DEPARTMENT OF THE",13CRNM000000013,Conduct a study to determine the potential for groundwater to transport metals from buried coal combustion by products to wells or streams  ,0,0,10,2013,2014,,,,,,,,,,,,15.250 Regulation of Surface Coal Mining and Surface Effects of Underground Coal Mining
ec94b07f956a95bdc7fd4110cf9efce3,DEEM0001367,,DEEM0001367,sg,06/11/2014,06,2014,,,SANTA FE,NM,875010001,NM03,US,,,,"ENERGY, DEPARTMENT OF",,,,,,,,,,,,,,,,,,,,,,81.104 Environmental Remediation and Waste Processing and Disposal,2313234.00,05/22/2014,TAS::89 0251::TAS FUNDING FOR NEW MEXICO COLLEGES AND UNIVERSITIES GRANT. TECHNICAL TRAINING AND JOB PLACEMENT (TTJP) AT HISPANIC-SERVING INSTITUTION,,TAS::89 0251::TAS FUNDING FOR NEW MEXICO COLLEGES AND UNIVERSITIES GRANT. TECHNICAL TRAINING AND JOB PLACEMENT (TTJP) AT HISPANIC-SERVING INSTITUTION,,,2014,8900,"ENERGY, DEPARTMENT OF",8900,"ENERGY, DEPARTMENT OF",,,796821853,UNIVERSITY OF NEW MEXICO,UNIVERSITY OF NEW MEXICO-TAOS,115 CIVIC PLZ DR,TAOS,NM,875716401,NM03,US,,Taos,NM,875716401,NM03,US,784121725,University Of New Mexico ,59277.79,05/22/2014,,,,,,,8900,"ENERGY, DEPARTMENT OF",Taos 2014-15,"Subawardee will provide a Career Technical Advisor (CTA) who works with a small cohort of students and practices proactive advising, an innovative developmental math program, professional development for math instructors, and career readiness (workforce soft skills and Fellowships) training and stipends for students pursuing Accelerate-approved certificates and associate degrees.",0,0,06,2014,2014,,,,,,,,,,,,81.104 Environmental Remediation and Waste Processing and Disposal
23d6b09d508ed2aaacabc9deaaeda744,13DG11031600078,,13DG11031600078,sg,06/10/2014,05,2014,,,SANTA FE,NM,875054225,NM03,US,007111818,,,FOREST SERVICE,,,,,,,,,,,,,,,,,,,,,,10.664 Cooperative Forestry Assistance,100000.00,04/25/2014,NEW MEXICO WATER QUALITY PROJECTS,,NEW MEXICO WATER QUALITY PROJECTS,,,2014,1200,"AGRICULTURE, DEPARTMENT OF",1200,"AGRICULTURE, DEPARTMENT OF",,,148093318,CIUDAD SOIL AND WATER CONSERVATION DISTRICT,,6200 JEFFERSON ST NE RM 125,ALBUQUERQUE,NM,871093434,NM01,US,,Albuquerque,NM,871093434,NM01,US,,,75000.00,04/25/2014,,,,,,,1200,"AGRICULTURE, DEPARTMENT OF",1209,Develop and implement a water fund structure and governance model; develop and implement criteria for identifying and setting treatment priorities for forest and watershed restoration; assist the EMNRD Forestry Division (Division) with conducting a wood supply and use analysis; and develop performance measures for water quality that provide accountability for the proposed New Mexico Water Fund (Fund). ,0,0,05,2014,2014,,,,,,,,,,,,10.664 Cooperative Forestry Assistance
ec94b07f956a95bdc7fd4110cf9efce3,DEEM0001367,,DEEM0001367,sg,06/11/2014,06,2014,,,SANTA FE,NM,875010001,NM03,US,,,,"ENERGY, DEPARTMENT OF",,,,,,,,,,,,,,,,,,,,,,81.104 Environmental Remediation and Waste Processing and Disposal,2313234.00,05/22/2014,TAS::89 0251::TAS FUNDING FOR NEW MEXICO COLLEGES AND UNIVERSITIES GRANT. TECHNICAL TRAINING AND JOB PLACEMENT (TTJP) AT HISPANIC-SERVING INSTITUTION,,TAS::89 0251::TAS FUNDING FOR NEW MEXICO COLLEGES AND UNIVERSITIES GRANT. TECHNICAL TRAINING AND JOB PLACEMENT (TTJP) AT HISPANIC-SERVING INSTITUTION,,,2014,8900,"ENERGY, DEPARTMENT OF",8900,"ENERGY, DEPARTMENT OF",,,049625002,University Of New Mexico,,4000 UNIVERSITY DR,Los Alamos,NM,875442233,NM03,US,,Los Alamos,NM,875442233,NM03,US,784121725,University Of New Mexico ,56861.79,05/22/2014,,,,,,,8900,"ENERGY, DEPARTMENT OF",UNM-LA 2014-15,"Subawardee will provide a Career Technical Advisor (CTA) who works with a small cohort of students and practices proactive advising, an innovative developmental math program, professional development for math instructors, and career readiness (workforce soft skills and Fellowships) training and stipends for students pursuing Accelerate-approved certificates and associate degrees. ",0,0,06,2014,2014,,,,,,,,,,,,81.104 Environmental Remediation and Waste Processing and Disposal
ec94b07f956a95bdc7fd4110cf9efce3,DEEM0001367,,DEEM0001367,sg,06/11/2014,06,2014,,,SANTA FE,NM,875010001,NM03,US,,,,"ENERGY, DEPARTMENT OF",,,,,,,,,,,,,,,,,,,,,,81.104 Environmental Remediation and Waste Processing and Disposal,2313234.00,05/22/2014,TAS::89 0251::TAS FUNDING FOR NEW MEXICO COLLEGES AND UNIVERSITIES GRANT. TECHNICAL TRAINING AND JOB PLACEMENT (TTJP) AT HISPANIC-SERVING INSTITUTION,,TAS::89 0251::TAS FUNDING FOR NEW MEXICO COLLEGES AND UNIVERSITIES GRANT. TECHNICAL TRAINING AND JOB PLACEMENT (TTJP) AT HISPANIC-SERVING INSTITUTION,,,2014,8900,"ENERGY, DEPARTMENT OF",8900,"ENERGY, DEPARTMENT OF",,,069418598,NORTHERN NEW MEXICO COLLEGE,NORTHERN NEW MEXICO STATE SCHOOL,921 PASEO DE ONATE,ESPANOLA,NM,875322649,NM03,US,,Espanola,NM,875322649,NM03,US,069418598,NORTHERN NEW MEXICO COLLEGE,63534.00,05/22/2014,,,,,,,8900,"ENERGY, DEPARTMENT OF",NNMC 2014-15,"Subawardee will provide a Career Technical Advisor (CTA) who works with a small cohort of students and practices proactive advising, an innovative developmental math program, professional development for math instructors, and career readiness (workforce soft skills and Fellowships) training and stipends for students pursuing Accelerate-approved certificates and associate degrees.",0,0,06,2014,2014,,,,,,,,,,,,81.104 Environmental Remediation and Waste Processing and Disposal
ec94b07f956a95bdc7fd4110cf9efce3,DEEM0001367,,DEEM0001367,sg,06/11/2014,06,2014,,,SANTA FE,NM,875010001,NM03,US,,,,"ENERGY, DEPARTMENT OF",,,,,,,,,,,,,,,,,,,,,,81.104 Environmental Remediation and Waste Processing and Disposal,2313234.00,05/22/2014,TAS::89 0251::TAS FUNDING FOR NEW MEXICO COLLEGES AND UNIVERSITIES GRANT. TECHNICAL TRAINING AND JOB PLACEMENT (TTJP) AT HISPANIC-SERVING INSTITUTION,,TAS::89 0251::TAS FUNDING FOR NEW MEXICO COLLEGES AND UNIVERSITIES GRANT. TECHNICAL TRAINING AND JOB PLACEMENT (TTJP) AT HISPANIC-SERVING INSTITUTION,,,2014,8900,"ENERGY, DEPARTMENT OF",8900,"ENERGY, DEPARTMENT OF",,,047134101,NEW MEXICO HIGHLANDS UNIVERSITY,,800 W NATIONAL AVE,LAS VEGAS,NM,877014002,NM03,US,,Las Vegas,NM,877014002,NM03,US,047134101,New Mexico Highlands University ,58983.64,05/22/2014,,,,,,,8900,"ENERGY, DEPARTMENT OF",NMHU 2014-15,"Subawardee will provide a Career Technical Advisor (CTA) who works with a small cohort of students and practices proactive advising, an innovative developmental math program, professional development for math instructors, and career readiness (workforce soft skills and Fellowships) training and stipends for students pursuing Accelerate-approved certificates and associate degrees.",0,0,06,2014,2014,,,,,,,,,,,,81.104 Environmental Remediation and Waste Processing and Disposal
ec94b07f956a95bdc7fd4110cf9efce3,DEEM0001367,,DEEM0001367,sg,06/11/2014,06,2014,,,SANTA FE,NM,875010001,NM03,US,,,,"ENERGY, DEPARTMENT OF",,,,,,,,,,,,,,,,,,,,,,81.104 Environmental Remediation and Waste Processing and Disposal,2313234.00,05/22/2014,TAS::89 0251::TAS FUNDING FOR NEW MEXICO COLLEGES AND UNIVERSITIES GRANT. TECHNICAL TRAINING AND JOB PLACEMENT (TTJP) AT HISPANIC-SERVING INSTITUTION,,TAS::89 0251::TAS FUNDING FOR NEW MEXICO COLLEGES AND UNIVERSITIES GRANT. TECHNICAL TRAINING AND JOB PLACEMENT (TTJP) AT HISPANIC-SERVING INSTITUTION,,,2014,8900,"ENERGY, DEPARTMENT OF",8900,"ENERGY, DEPARTMENT OF",,,106610793,SANTA FE COMMUNITY COLLEGE,STATE BOARD FOR COMMUNITY,6401 RICHARDS AVE,SANTA FE,NM,875084887,NM03,US,,Santa Fe,NM,875084887,NM03,US,,,560504.36,05/22/2014,,,,,,,8900,"ENERGY, DEPARTMENT OF",SFCC 2014-15,"Subawardee will provide a Career Technical Advisor (CTA) who works with a small cohort of students and practices proactive advising, an innovative developmental math program, professional development for math instructors, and career readiness (workforce soft skills and Fellowships) training and stipends for students pursuing Accelerate-approved certificates and associate degrees.",0,0,06,2014,2014,,,,,,,,,,,,81.104 Environmental Remediation and Waste Processing and Disposal
008ab85775b6f1082a149828393136e0,1301346,,1301346,sg,08/22/2014,08,2014,,,Albuquerque,NM,871310001,NM01,US,784121725,University Of New Mexico ,,NATIONAL SCIENCE FOUNDATION,,,,,,,,,,,,,,,,,,,,,,47.079 Office of International and Integrative Activities; 47.080 Office of Cyberinfrastructure,8000000.00,07/25/2014,Energize New Mexico,,Energize New Mexico,,,2014,4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,,,007388739,EASTERN NEW MEXICO UNIVERSITY,,HWY 70 STATION 4,PORTALES,NM,881300000,NM02,US,,Portales,NM,881300000,NM03,US,007388739,EASTERN NEW MEXICO UNIVERSITY,231052.00,07/25/2014,,,,,,,4900,NATIONAL SCIENCE FOUNDATION,063026-8716,"Objective is to generate fundamental knowlede about algal biology and scaling algal biofuels production from cells and populations to large reactors. Examine use of hydrogels to encapsulate high densities of microalgal cells, devleop culturing systems, improve sustainability  of fuel production, test outdoor closed photobioreactors, and explore utiliztion of dairy effluent.",1,1,08,2014,2014,,,,,,,,,,,,47.079 Office of International and Integrative Activities; 47.080 Office of Cyberinfrastructure
008ab85775b6f1082a149828393136e0,1301346,,1301346,sg,08/22/2014,08,2014,,,Albuquerque,NM,871310001,NM01,US,784121725,University Of New Mexico ,,NATIONAL SCIENCE FOUNDATION,,,,,,,,,,,,,,,,,,,,,,47.079 Office of International and Integrative Activities; 47.080 Office of Cyberinfrastructure,8000000.00,07/30/2014,Energize New Mexico,,Energize New Mexico,,,2014,4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,,,178044996,SANTA FE INSTITUTE OF SCIENCE,SANTA FE INSTITUTE,1399 HYDE PARK RD,SANTA FE,NM,875018943,NM03,US,,Santa Fe,NM,875018943,NM03,US,,,222006.00,07/30/2014,,,,,,,4900,NATIONAL SCIENCE FOUNDATION,063026-870Y,"Create two new GUTC units, offer summer professional development workshops, workshops for 12 culb leaders, twelve GUTC after school clubs, and Career Connections Conferences for GUTC. ",0,0,08,2014,2014,,,,,,,,,,,,47.079 Office of International and Integrative Activities; 47.080 Office of Cyberinfrastructure
008ab85775b6f1082a149828393136e0,1301346,,1301346,sg,08/22/2014,08,2014,,,Albuquerque,NM,871310001,NM01,US,784121725,University Of New Mexico ,,NATIONAL SCIENCE FOUNDATION,,,,,,,,,,,,,,,,,,,,,,47.079 Office of International and Integrative Activities; 47.080 Office of Cyberinfrastructure,8000000.00,07/31/2014,Energize New Mexico,,Energize New Mexico,,,2014,4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,,,047134101,NEW MEXICO HIGHLANDS UNIVERSITY,,800 W NATIONAL AVE,LAS VEGAS,NM,877014002,NM03,US,,Las Vegas,NM,877019000,NM03,US,047134101,New Mexico Highlands University ,48929.00,07/31/2014,,,,,,,4900,NATIONAL SCIENCE FOUNDATION,063026-8744,Assess the design requirements of membranes and membrane modules. Design bench-scale system for osmotic power generation. Develop new TFC membranes and modules to maximize power generation.  ,0,0,08,2014,2014,,,,,,,,,,,,47.079 Office of International and Integrative Activities; 47.080 Office of Cyberinfrastructure
68dfd9199d915a1dc9da3e11fd35c8e0,R01DA037174,,R01DA037174,sg,07/31/2014,07,2014,,,Albuquerque,NM,871310001,NM01,US,784121725,University Of New Mexico ,,NATIONAL INSTITUTES OF HEALTH,,,,,,,,,,,,,,,,,,,,,,93.279 Drug Abuse and Addiction Research Programs,677496.00,06/17/2014,Family Listening Program: Multi-Tribal Implementation and Evaluation,,Family Listening Program: Multi-Tribal Implementation and Evaluation,,,2014,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",,,119699460,PUEBLO OF JEMEZ,,4471 HWY 4,JEMEZ PUEBLO,NM,870240000,NM03,US,,Jemez Pueblo,NM,870240001,NM03,US,119699460,PUEBLO OF JEMEZ,78521.00,06/17/2014,,,,,,,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",3RS70/0,"For the Pueblo of Jemez to expand a partnership with the University of New Mexico Center for Participatory Research (CPR) with two other tribes to collaboratively implement and test the effectiveness of the evidence-based, culturally centered Family Listening/Circle Program.     Scope of Work:    1. Tribal partner will actively engage in the Family Listening/Circle Program and will hire a Part-Time Site Coordinator, Training Coordinator, Research Evaluator, and College Intern.  2. Tribal partner will actively recruit members to new tribal research team and will coordinate all local research meetings.   3. Tribal partner will help coordinate annual collaborative Tribal Research Team meetings and webinar trainings with two other tribes and the UNM Center for Participatory Research (UNM-CPR), as well as provide technical assistance for program facilitation and implementation.   4. Tribal partner will implement the twelve sessions of the Family Listening/Circle program with highly trained tribal facilitators beginning in the first year of the grant and again annually over four waves in research years one to four.  5. Tribal partner will annually recruit 12 family participants through invitation to 4th graders, parents and elders in collaboration with the local elementary schools in research years one to four.   6. Tribal partner will annually recruit 12 comparison participants of 4th graders and their parent from the local community in research years one to four.   7. Tribal partner will assist in the administration of the outcome measures in three data collection points involving a pre-test, post-immediate, and one-year post by only IRB trained tribal research team members who will assist in the collection of measures among the intervention and comparison participants over four waves in research years one to four with only the one-year post in year five.   8. Tribal partner will provide Facilitator Training to all tribal facilitators who will be engaged in the FL/C program over four waves in research years one to four.  9. Tribal partner will annually co-analyze the quantitative and qualitative outcome measures and process evaluations of the Family Listening program for their own communitys specific findings    and in the fifth research year will assist in analyses of aggregated data.   10. Tribal partner agrees to aggregate de-identified data with the other two tribes to have sufficient numbers for effectiveness testing.    11. Tribal partner will assist in the dissemination of findings within their own communities.   12. Tribal partner will attend annually the New Mexico Public Health Association research conference.   ",0,0,07,2014,2014,,,,,,,,,,,,93.279 Drug Abuse and Addiction Research Programs
68dfd9199d915a1dc9da3e11fd35c8e0,R01DA037174,,R01DA037174,sg,07/31/2014,07,2014,,,Albuquerque,NM,871310001,NM01,US,784121725,University Of New Mexico ,,NATIONAL INSTITUTES OF HEALTH,,,,,,,,,,,,,,,,,,,,,,93.279 Drug Abuse and Addiction Research Programs,677496.00,06/10/2014,Family Listening Program: Multi-Tribal Implementation and Evaluation,,Family Listening Program: Multi-Tribal Implementation and Evaluation,,,2014,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",,,083217604,RAMAH NAVAJO SCHOOL BOARD INC,,PINE HILL BIA RTE 125,RAMAH,NM,873210000,NM02,US,,Pine Hill,NM,873570100,NM02,US,,,69279.00,06/10/2014,,,,,,,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",3RS70/0,"For the Ramah  Navajo  School Board to expand a partnership  with the University of New Mexico Center for Participatory  Research (CPR) with two other tribes to collaboratively implement and test the effectiveness of the evidence-based, culturally centered Family Listening Program.      Scope of Work:    1. Tribal partner will actively engage in the Family Listening Program and will hire a Part-Time Site Coordinator, Research Evaluator, and College Intern.      2. Tribal partner will actively recruit members to new tribal research team and will coordinate all local research meetings.      3. Tribal partner will attend annual collaborative Tribal Research Team meetings  and training webinars with two other tribes and the UNM Center for Participatory Research (UNM-CPR).     4. Tribal partner will implement the twelve sessions of the Family Listening program with highly trained tribal facilitators beginning in the first year of the grant and again annually over four waves in research years one to four.     5. Tribal partner will annually recruit 12 family participants through invitation to 4th graders, parents and elders in collaboration with the local elementary schools in research years one to four.     6. Tribal partner will annually recruit 12 comparison participants of 4th graders and their parent from the local community in research years one to four.     7. Tribal partner will assist in the administration of the outcome measures in three data collection points involving a pre-test, post-immediate, and one-year post by only IRB trained tribal research team members who will assist in the collection of measures among the intervention and comparison participants over four waves in research years one to four with only the one-year post in year five.     8. Tribal partner will provide Facilitator Training to all tribal facilitators who will be engaged in the   FLIC program over four waves in research years one to four.    9. Tribal partner will annually co-analyze the quantitative and qualitative outcome measures and process evaluations of the Family Listening program for their own community's specific findings and in the fifth research year will assist in the analyses of aggregated data..     10. Tribal partner agrees to aggregate de-identified data with the other two tribes to have sufficient numbers for effectiveness testing.     11. Tribal partner will assist in the dissemination of findings within their own communities.     12. Tribal partner will attend annually the New Mexico Public Health Association research conference.  ",0,0,07,2014,2014,,,,,,,,,,,,93.279 Drug Abuse and Addiction Research Programs
68dfd9199d915a1dc9da3e11fd35c8e0,R01DA037174,,R01DA037174,sg,07/31/2014,07,2014,,,Albuquerque,NM,871310001,NM01,US,784121725,University Of New Mexico ,,NATIONAL INSTITUTES OF HEALTH,,,,,,,,,,,,,,,,,,,,,,93.279 Drug Abuse and Addiction Research Programs,677496.00,06/17/2014,Family Listening Program: Multi-Tribal Implementation and Evaluation,,Family Listening Program: Multi-Tribal Implementation and Evaluation,,,2014,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",,,077618650,MESCALERO APACHE TRIBE,,101 CENTRAL AVE,MESCALERO,NM,883400000,NM02,US,,Mescalero,NM,883400000,NM02,US,077618650,MESCALERO APACHE TRIBE,60797.00,06/17/2014,,,,,,,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",3RS70/0,"For the Mescalero Apache Tribe to expand a partnership with the University of New Mexico Center for Participatory Research (CPR) with two other tribes to collaboratively implement and test the effectiveness of the evidence-based, culturally centered Family Listening Program.",0,0,07,2014,2014,,,,,,,,,,,,93.279 Drug Abuse and Addiction Research Programs
2240d5b9ee0b8c873d4840bfea407032,99692515,,99692515,sg,08/06/2014,07,2014,,,Statewide,NM,875012152,NM03,US,,,,ENVIRONMENTAL PROTECTION AGENCY,,,,,,,,,,,,,,,,,,,,,,66.468 Capitalization Grants for Drinking Water State Revolving Funds,8975000.00,07/25/2014,To provide federal funds to the State of New Mexico for the purposes of providing loan assistance to eligible public water systems for infrastructure,,To provide federal funds to the State of New Mexico for the purposes of providing loan assistance to eligible public water systems for infrastructure,,,2014,6800,ENVIRONMENTAL PROTECTION AGENCY,6800,ENVIRONMENTAL PROTECTION AGENCY,,,965198299,OJO CALIENTE MDWCC ASSOC,,US 285 MP 353.0 JUNCTION 414 HOUSE 06,OJO CALIENTE,NM,87549,NM03,US,,Ojo Caliente,NM,875490275,NM03,US,,,289606.00,07/25/2014,,,,,,,6800,ENVIRONMENTAL PROTECTION AGENCY,3040-DW,Install uranium treatment and transmission line to route water from Wells #1 and #2 for treatment.  Ojo Caliente MDWCA is under an Administrative Order for exceeding the uranium MCL.,0,0,07,2014,2014,,,,,,,,,,,,66.468 Capitalization Grants for Drinking Water State Revolving Funds
