Agency_Name,Laboratory_Name,Laboratory_ID,Facility,Address,ZIP Code,City,State,Country,Description,Type,Link,POC Email,POC Phone
DOE,Global Network,,"Atmospheric Radiation Measurement Climate Research Facility (ARM) - ARM Manus Climate Research Station
",1 Airport Drive,641,Lorengau ,Manus Island,Papua New Guinea,"The Tropical Western Pacific (TWP) locale was established in 1996 as the second ARM Climate Research Facility site. Operated by the Tropical Western Pacific Office (TWPO) at Los Alamos National Laboratory, the TWP site consists of three climate research facilities: the Manus facility on Los Negros Island in Manus, Papua New Guinea (established in 1996); the Nauru facility on Nauru Island, Republic of Nauru (1998); and the Darwin facility in Darwin, Northern Territory, Australia (2002). The operations are supported by government agencies in each host country.

Covering the area roughly between 10° N and 10° S of the equator and from 130° E to 167° E, the TWP locale includes a region that plays a large role in the interannual variability observed in the global climate system. For example, a phenomenon called the El Niño/Southern Oscillation, or ENSO, has far-reaching implications for weather patterns over much of the Northern Hemisphere and perhaps the entire planet. In addition, the TWP region consistently has the warmest sea-surface temperatures and is often called the Pacific ""warm pool."" This warm body of water supplies heat and moisture to the atmosphere above it, causing the formation of deep convective cloud systems that produce high-altitude cirrus clouds. These cloud systems affect the amount of solar energy reaching the surface of the Earth as well as the amount of heat energy that can escape into space.

The Manus, Nauru, and Darwin facilities collect continuous climatic data that will help better understand the interactions between clouds and incoming and outgoing energy. Those data will ultimately help improve the general circulation models used in climate studies.",User Facility,http://www.arm.gov/sites/twp,wanda.ferrel@science.doe.gov,(301) 903-0043
DOE,Global Network,,Atmospheric Radiation Measurement Climate Research Facility (ARM) - ARM Nauru Climate Research Station,1000 Ocean Drive,,Denigomodu District,"Republic of Nauru
","Republic of Nauru
","The Tropical Western Pacific (TWP) locale was established in 1996 as the second ARM Climate Research Facility site. Operated by the Tropical Western Pacific Office (TWPO) at Los Alamos National Laboratory, the TWP site consists of three climate research facilities: the Manus facility on Los Negros Island in Manus, Papua New Guinea (established in 1996); the Nauru facility on Nauru Island, Republic of Nauru (1998); and the Darwin facility in Darwin, Northern Territory, Australia (2002). The operations are supported by government agencies in each host country.

Covering the area roughly between 10° N and 10° S of the equator and from 130° E to 167° E, the TWP locale includes a region that plays a large role in the interannual variability observed in the global climate system. For example, a phenomenon called the El Niño/Southern Oscillation, or ENSO, has far-reaching implications for weather patterns over much of the Northern Hemisphere and perhaps the entire planet. In addition, the TWP region consistently has the warmest sea-surface temperatures and is often called the Pacific ""warm pool."" This warm body of water supplies heat and moisture to the atmosphere above it, causing the formation of deep convective cloud systems that produce high-altitude cirrus clouds. These cloud systems affect the amount of solar energy reaching the surface of the Earth as well as the amount of heat energy that can escape into space.

The Manus, Nauru, and Darwin facilities collect continuous climatic data that will help better understand the interactions between clouds and incoming and outgoing energy. Those data will ultimately help improve the general circulation models used in climate studies.",User Facility,http://www.arm.gov/sites/twp,wanda.ferrel@science.doe.gov,(301) 903-0043
DOE,Global Network,,"Atmospheric Radiation Measurement Climate Research Facility (ARM) -Darwin ARM Site Office (New)
",Stuart Highway,,Winnellie,Northern Territory,Australia,"The Tropical Western Pacific (TWP) locale was established in 1996 as the second ARM Climate Research Facility site. Operated by the Tropical Western Pacific Office (TWPO) at Los Alamos National Laboratory, the TWP site consists of three climate research facilities: the Manus facility on Los Negros Island in Manus, Papua New Guinea (established in 1996); the Nauru facility on Nauru Island, Republic of Nauru (1998); and the Darwin facility in Darwin, Northern Territory, Australia (2002). The operations are supported by government agencies in each host country.

Covering the area roughly between 10° N and 10° S of the equator and from 130° E to 167° E, the TWP locale includes a region that plays a large role in the interannual variability observed in the global climate system. For example, a phenomenon called the El Niño/Southern Oscillation, or ENSO, has far-reaching implications for weather patterns over much of the Northern Hemisphere and perhaps the entire planet. In addition, the TWP region consistently has the warmest sea-surface temperatures and is often called the Pacific ""warm pool."" This warm body of water supplies heat and moisture to the atmosphere above it, causing the formation of deep convective cloud systems that produce high-altitude cirrus clouds. These cloud systems affect the amount of solar energy reaching the surface of the Earth as well as the amount of heat energy that can escape into space.

The Manus, Nauru, and Darwin facilities collect continuous climatic data that will help better understand the interactions between clouds and incoming and outgoing energy. Those data will ultimately help improve the general circulation models used in climate studies.",User Facility,http://www.arm.gov/sites/twp,wanda.ferrel@science.doe.gov,(301) 903-0043
DOE,Idaho National Laboratory,,Wireless National User Facility,2525 Fremont Ave,83402,Idaho Falls,ID,US,"The unique capabilities at this National User Facility will enable industrial, federal and academic researchers to address national challenges in infrastructure security, communications interoperability, spectrum utilization, and the reliability of wireless technologies. INL’s isolated location paired with DOE’s significant investment in infrastructure created an ideal situation for those interested in full-scale wireless research. With a decade of experience in the operation of national security and critical infrastructure test ranges, INL offers a credible and integrated approach to solve national challenges. Daniel Poneman, the United States Deputy Secretary of Energy, first announced the designation to the Edison Electric Institute (EEI) today.",User Facility,https://inlportal.inl.gov/portal/server.pt?open=514&objID=1555&mode=2&featurestory=DA_605130,stacey.francis@inl.gov,(208) 526-8564
DOE,Idaho National Laboratory,,Biomass Feedstock National User Facility,2525 Fremont Ave,83402,Idaho Falls,ID,US,"Bioenergy research at the Biomass Feedstock National User Facility (BFNUF) is focused on creating commodity-scale feed-stocks from native biomass that meet the needs of producers of biofuels, bipower, and other bioproducts. Facilities include bench-scale to pilot-production preprocessing units for biomass drying, size and ash reduction, blending and densification, and laboratories for physical and chemical analyses of biomass and engineered biomass feedstocks.",User Facility,https://inlportal.inl.gov/portal/server.pt/community/renewable_energy_home/419/user_facility,stacey.francis@inl.gov,(208) 526-8564
DOE,Idaho National Laboratory,,"Advanced Materials Lab: Automated Hardness Tester
 ",2526 Fremont Ave,83402,Idaho Falls,ID,US,,User Facility,https://inlportal.inl.gov/portal/server.pt/community/caes_home/281/laboratories,stacey.francis@inl.gov,(208) 526-8564
DOE,Idaho National Laboratory,,Advanced Materials Lab: Spark Plasma Sintering System,2527 Fremont Ave,83402,Idaho Falls,ID,US,"The Advanced Materials Lab contains a Spark Plasma Sintering system, which allows researchers to combine metal and ceramic powders to produce new materials.",User Facility,https://inlportal.inl.gov/portal/server.pt/community/caes_home/281/laboratories,stacey.francis@inl.gov,(208) 526-8564
DOE,Idaho National Laboratory,,"Advanced Materials Lab: Tensile Tester- Control, Process and Sensor System",2528 Fremont Ave,83402,Idaho Falls,ID,US,,User Facility,https://inlportal.inl.gov/portal/server.pt/community/caes_home/281/laboratories,stacey.francis@inl.gov,(208) 526-8564
DOE,Idaho National Laboratory,,Advanced Test Reactor Complex,2529 Fremont Ave,83402,Idaho Falls,ID,US,"The ATR is the only U.S. research reactor capable of providing large-volume, high-flux neutron irradiation in a prototype environment, and the reactor makes it possible to study the effects of intense neutron and gamma radiation on reactor materials and fuels. ATR has many uses, supporting a variety of government and privately sponsored research.",User Facility,http://www.inl.gov/research/advanced-test-reactor-research/,stacey.francis@inl.gov,(208) 526-8564
DOE,Idaho National Laboratory,,Advanced Test Reactor National Scientific User Facility (ATR NSUF),2530 Fremont Ave,83402,Idaho Falls,ID,US,"The Advanced Test Reactor National Scientific User Facility (ATR NSUF) is one of a growing number of DOE User Facilities in the US, and is the nation’s only designated nuclear energy User Facility. Through a peer-reviewed proposal process, ATR NSUF provides external research teams cost-free access to reactor, post-irradiation examination, and beamline capabilities at INL and a diverse mix of affiliated partner institutions at universities, national laboratories and industry facilities located across the country.",User Facility,https://atrnsuf.inl.gov/default.aspx?enc=pIBkyBI10JaBnecwSz8ZuJJKmXE1Lx5FWnT6Y7MTouo+Nnoby+cXIWUeXPbuCYEi,stacey.francis@inl.gov,(208) 526-8564
DOE,Idaho National Laboratory,,Center for Advanced Energy Studies: Computer Assisted Virtual Environment (CAVE),2531 Fremont Ave,83402,Idaho Falls,ID,US,"The laboratory contains a four-walled 3D computer assisted virtual environment - or CAVE TM — that allows scientists and engineers to literally walk into their data and examine it.It also houses an IQ-Station, a portable 3-D system designed by staff at Idaho National Laboratory’s Center for Advanced Modeling and Simulation (CAMS).",R&D Agreements for Facility Access,https://inlportal.inl.gov/portal/server.pt/community/caes_home/281/cave,stacey.francis@inl.gov,(208) 526-8564
DOE,Idaho National Laboratory,,Center for Advanced Energy Studies: Microscopy and Characterization Suite (MaCS),2532 Fremont Ave,83402,Idaho Falls,ID,US,The Microscopy and Characterization Suite (MaCS) is a state-of-the-art materials characterization laboratory that provides cross-cutting capabilities that support the Center for Advanced Energy Studies' (CAES) mission in multiple initiative areas.  MaCS is largely made possible through its partnership with the Advanced Test Reactor National Scientific User Facility (ATR NSUF).,R&D Agreements for Facility Access,https://inlportal.inl.gov/portal/server.pt/community/caes_home/281/macs_home,stacey.francis@inl.gov,(208) 526-8564
DOE,Idaho National Laboratory,,"Instrument Repair Shop: PC, Ultrasonic Velocimeter, Oscilloscope, Signal Processor",2533 Fremont Ave,83402,Idaho Falls,ID,US,,R&D Agreements for Facility Access,https://inlportal.inl.gov/portal/server.pt/community/caes_home/281/laboratories,stacey.francis@inl.gov,(208) 526-8564
DOE,Idaho National Laboratory,,Instrument Repair Shop: Spectro-Radiometer ,2534 Fremont Ave,83402,Idaho Falls,ID,US,The Instrument Repair Shop is primarily used by researchers who are investigating vulnerabilities of wireless sensor networks such as the one at CAES. ,R&D Agreements for Facility Access,http://www.arm.gov/sites/twp,stacey.francis@inl.gov,(208) 526-8564
DOE,Idaho National Laboratory,,Materials and Fuels Complex,2535 Fremont Ave,83402,Idaho Falls,ID,US,"The Materials & Fuels Complex, located 28 miles west of Idaho Falls, focuses on research and development of nuclear fuels. Prototypes of new reactor fuels are made and evaluated at MFC. Pyroprocessing, which uses electricity to separate waste products in the recycling of nuclear fuel, is also researched here. At the Space & Security Power Systems Facility, workers make nuclear batteries (radioisotope thermoelectric generators, called RTGs for short) for use on the nation's space missions.",R&D Agreements for Facility Access,,stacey.francis@inl.gov,(208) 526-8564
DOE,Idaho National Laboratory,,Radiochemistry Lab: Molten Salt Glove Box,2536 Fremont Ave,83402,Idaho Falls,ID,US,,R&D Agreements for Facility Access,https://inlportal.inl.gov/portal/server.pt/community/caes_home/281/laboratories,stacey.francis@inl.gov,(208) 526-8564
DOE,Lawrence Berkeley National Laboratory,,Advanced Light Source (ALS),1 Cyclotron Road,94720,Berkeley,CA,US,"The ALS at Lawrence Berkeley National Laboratory, began operations in October 1993 as one of the world's brightest sources of high-quality, reliable vacuum-ultraviolet (VUV) light and long-wavelength (soft) x-rays for probing the electronic and magnetic structure of atoms, molecules, and solids, such as those for high-temperature superconductors. The high brightness and coherence of the ALS light are particularly suited for soft x-ray imaging of biological structures, environmental samples, polymers, magnetic nanostructures, and other inhomogeneous materials. Other uses of the ALS include holography, interferometry, and the study of molecules adsorbed on solid surfaces. The pulsed nature of the ALS light offers special opportunities for time resolved research, such as the dynamics of chemical reactions. Shorter wavelength x-rays are also used at structural biology experimental stations for x-ray crystallography and x-ray spectroscopy of proteins and other important biological macromolecules. The ALS is a growing facility with a lengthening portfolio of beamlines that has already been applied to make important discoveries in a wide variety of scientific disciplines.",User Facility,http://www-als.lbl.gov/,sbailey2@lbl.gov,(510) 486-7727 
DOE,Lawrence Berkeley National Laboratory,,Energy Sciences Network (ESnet),1 Cyclotron Road,94720,Berkeley,CA,US,"The Energy Sciences Network is the Department of Energy’s high-speed network that provides the high-bandwidth, reliable connections that link scientists at national laboratories, universities and other research institutions, enabling them to collaborate on some of the world's most important scientific challenges. Managed and operated by the ESnet staff at Lawrence Berkeley National Laboratory, ESnet provides direct connections to more than 40 DOE sites at speeds up to 100 gigabits per second, allowing scientists to manage, share and analyze massive datasets that are the hallmark of 21st century science. Connectivity to the global Internet is maintained through ""peering"" arrangements with more than 100 other research and education networks. Funded principally by DOE's Office of Science, ESnet allows scientists to use unique DOE research facilities and computing resources independent of time and location with state-of-the-art performance levels. ESnet derives its effectiveness from the extensive cooperation it enjoys with its user community. It is one of the most widely based and successful cooperative efforts within the Department of Energy. ESnet also operates three national-scale network research testbeds, available to researchers in the commercial, non-profit, university, or federal sectors.",User Facility,http://www.es.net/,smbutler@es.net,(510) 486-6304 
DOE,Lawrence Berkeley National Laboratory,,National Energy Research Scientific Computing Center (NERSC),1 Cyclotron Road,94720,Berkeley,CA,US,"The National Energy Research Scientific Computing Center (NERSC) is the primary scientific computing facility for the Department of Energy’s Office of Science. As one of the largest facilities in the world devoted to providing computational resources and expertise for basic scientific research, NERSC is a world leader in accelerating scientific discovery through computation. Established in 1974, NERSC is a division of the Lawrence Berkeley National Laboratory, located in Berkeley, California. NERSC’s flagship supercomputer, nicknamed Edison, is a 124,800-core Cray XC30 with a peak speed of 2.39 petaflop/s (or 2,390,000,000,000,000 calculations per second). More than 4,700 scientists use NERSC systems to perform basic scientific research on more than 600 projects spanning a wide range of disciplines, including climate change, new materials, cosmology, physics, protein structures and a host of other scientific endeavors. NERSC provides some of the largest computing and storage systems available anywhere, but what distinguishes the center is its success in creating an environment that makes these resources effective for scientific research. NERSC systems provide a state-of-the-art scientific development environment with the tools needed by the diverse community of NERSC users. NERSC offers scientists intellectual services that empower them to be more effective researchers, as evidenced by the fact that NERSC users consistently publish more than 1,500 peer-reviewed publications each year as a result of using NERSC systems. All research projects that are funded by the DOE Office of Science and require high performance computing support are eligible to apply to use NERSC resources. Projects that are not funded by the DOE Office of Science, but that conduct research that supports the Office of Science mission may also apply.",User Facility,http://www.nersc.gov/,fverdier@lbl.gov,(510) 486-7193
DOE,Lawrence Berkeley National Laboratory,,Joint Genome Institute (JGI),1 Cyclotron Road,94720,Berkeley,CA,US,"The Office of Science / U.S. Department of Energy Joint Genome Institute in Walnut Creek, California, unites the expertise of five national laboratories—Lawrence Berkeley, Lawrence Livermore, Los Alamos, Oak Ridge, and Pacific Northwest—along with the HudsonAlpha Institute for Biotechnology to advance genomics in support of the DOE missions related to clean energy generation and environmental characterization and cleanup. In 2004, the DOE JGI established itself as a national user facility. The vast majority of JGI sequencing is conducted under the auspices of the Community Sequencing Program (CSP), surveying the biosphere to characterize organisms relevant to the DOE science mission areas of bioenergy, global carbon cycling, and biogeochemistry.",User Facility,http://jgi.doe.gov/collaborate-with-jgi/community-science-program/,,
DOE,Lawrence Berkeley National Laboratory,,The Molecular Foundry,1 Cyclotron Road,94720,Berkeley,CA,US,"The Molecular Foundry at Lawrence Berkeley National Laboratory (LBNL) is a nanoscience research facility featuring laboratories for materials science, physics, chemistry, biology, and molecular biology. The Molecular Foundry supports broad nanoscience research efforts in both ""hard"" nanomaterials (nanocrystals, tubes and lithographically patterned structures) and ""soft"" nanomaterials (polymers, dendrimers, DNA, proteins and whole cells), as well as in the design, fabrication and study of multi-component, complex, functional assemblies of such materials. State-of-the-art equipment includes clean rooms, controlled environmental rooms, scanning tunneling microscopes, atomic force microscopes, transmission electron microscope, fluorescence microscopes, mass spectrometers, DNA synthesizer and sequencer, nuclear magnetic resonance spectrometer, ultrahigh vacuum scanning-probe microscopes, photo, uv, and e-beam lithography equipment, peptide synthesizer, advanced preparative and analytical chromatographic equipment, and cell culture facilities.",User Facility,http://foundry.lbl.gov/,foundry-useroffice@lbl.gov,(510) 486-7493
DOE,Lawrence Berkeley National Laboratory,,National Center for Electron Microsocpy (NCEM),1 Cyclotron Road,94720,Berkeley,CA,US,"The NCEM at Lawrence Berkeley National Laboratory provides instrumentation for high-resolution, electron-optical microcharacterization of atomic structure and composition of metals, ceramics, semiconductors, superconductors, and magnetic materials. This facility contains one of the highest resolution electron microscopes in the U.S.",User Facility,http://ncem.lbl.gov/,foundry-useroffice@lbl.gov,(510) 486-7493
DOE,Lawrence Berkeley National Laboratory,,Berkeley Lab Laser Accelerator (BELLA) facility,1 Cyclotron Road,94720,Berkeley,CA,US,"The Berkeley Lab Laser Accelerator (BELLA) facility (formerly LOASIS) develops advanced accelerators and radiation sources. High gradient (1-100 GV/m) laser-plasma accelerators produce femtosecond-length electron bunches at GeV energies in centimeters, in progress towards  10 GeV and staged systems. Long-term, work aims to extend the reach of future high-energy-physics colliders. Nearer term applications are anticipated such as nuclear security, FELs, and cancer-treatment. Experiments are driven by state-of-the-art short pulse Ti:sapphire laser at 1 PW (BELLA), 60 TW and 10 TW, each with shielded target areas and diagnostics. Access is via collaboration.",R&D Agreements for Facility Access,http://bella.lbl.gov,wpleemans@lbl.gov,(510) 486-7788
DOE,Lawrence Berkeley National Laboratory,,Berkeley Low Background Counting Facility,1 Cyclotron Road,94720,Berkeley,CA,US,"Sensitive low background assay detectors and sample analysis are available for non-destructive direct gamma-ray assay of samples. Neutron activation analysis is also supported by the Facility.  In the Building 72 facility, shielded by 1.5 m of low activity concrete sensitivities of 0.5 ppb U, 2.0 ppb Th, 1.0 ppm K, 0.04 pCi/kg 60Co are routinely obtained. For the Facility located in the Sanford Underground Research Facility 50 ppt U, 200 ppt Th, 100 ppb K, and 0.004 pCi/kg are obtained for ~1 kg samples with a two week assay.  ",R&D Agreements for Facility Access,,ydchan@lbl.gov,"(510) 486-7848
"
DOE,Lawrence Berkeley National Laboratory,,88-inch Cyclotron,1 Cyclotron Road,94720,Berkeley,CA,US,"The 88-Inch is a K=140 sector-focused cyclotron with both light- and heavy-ion capabilities. Protons and other light-ions are available at high intensities (10-20 p?A) up to maximum energies of 55 MeV (protons), 65 MeV (deuterons), 170 MeV (3He) and 140 MeV (4He). Most heavy ions through uranium can be accelerated to maximum energies which vary with the mass and charge state.The 88-Inch Cyclotron supports ongoing research programs in nuclear structure, astrophysics, heavy element studies, fundamental interactions, symmetries, and technology R&D by LBNL and U.C. Berkeley. Major instrumentation at the 88-Inch Cyclotron include the Berkeley Gas-filled Separator (BGS), and VENUS, the most powerful superconducting ECR ion source in the world.",R&D Agreements for Facility Access,http://cyclotron.lbl.gov/new-user-checklist,MBJohnson@lbl.gov,(510) 486-4389
DOE,Lawrence Berkeley National Laboratory,,Center for X-ray Optics (CXRO),1 Cyclotron Road,94720,Berkeley,CA,US,"The Center for X-Ray Optics at Lawrence Berkeley National Laboratory works to further science and technology using short wavelength optical systems and techniques. CXRO creates and operates advanced experimental systems to address national needs, support research in material, life, and environmental science, and extend the forefront of semiconductor manufacturing.",R&D Agreements for Facility Access,http://www.cxro.lbl.gov/, JJones@lbl.gov,(510) 486-4394
DOE,Lawrence Berkeley National Laboratory,,The Materials Project,1 Cyclotron Road,94720,Berkeley,CA,US,"The Materials Project provides open web-based access to computed information on known and predicted materials as well as powerful analysis tools to inspire and design novel materials, harnessing the power of supercomputing and state-of-the-art electronic structure methods.",R&D Agreements for Facility Access,https://materialsproject.org/,KAPersson@lbl.gov,(510) 486-7218 
DOE,Lawrence Berkeley National Laboratory,,Berkeley Synchrotron Infrared Structural Biology Program (BSISB) ,1 Cyclotron Road,94720,Berkeley,CA,US,"The BSISB has constructed an infrared beamline at the Advanced Light Source to advance the imaging of living microbes relevant to DOE missions. Synchrotron radiation-based Fourier transform infrared (SR-FTIR) microscopy is a label-free, non-invasive molecular technique that couples the high brightness of synchrotron radiation with the high throughput and vast analytical capabilities of FTIR spectrometers. With a synchrotron source, FTIR microscopes are capable of diffraction-limited chemical imaging with signal-to-noise-ratios 100-1000 times greater than standard blackbody sources. This enhancement of spatial resolution and signal levels enables investigations of sophisticated microbial biochemistry for a broad range of innovative applications.",R&D Agreements for Facility Access,http://infrared.als.lbl.gov/content/structuralbiology,sbailey2@lbl.gov,(510) 486-7727 
DOE,Lawrence Berkeley National Laboratory,,Advanced Biofuels Processing Development Unit,1 Cyclotron Road,94720,Berkeley,CA,US,"The ABPDU at LBNL has a unique mission to partner with industry, National Labs, Bioenergy Research Centers, and academia to optimize, integrate and scale production processes for advanced biofuels, bio-based chemicals and biomaterials.  The ABPDU is a pilot facility with state-of-the-art development and scale-up equipment and unit operations spanning biomass deconstruction, fermentation bio-processing, downstream recovery, purification, and analytical chemistry.  Flexible process configurations and order of operations make the ABPDU a premier site and partner to address unique challenges of development, integration and scale-up of novel biological and chemical processes from an array of feedstocks such as agricultural residue, energy crops and municipal waste streams. The facility was commissioned in 2012 and its construction was funded by DOE’s Energy Efficiency and Renewable Energy Office (EERE) using monies from the American Recovery and Reinvestment Act.  The ABPDU, working with EERE’s Bioenergy Technologies Office, is playing an active role in enabling the companies and technologies to build the US Bioeconomy.",R&D Agreements for Facility Access,http://abpdu.lbl.gov/,tpray@lbl.gov,(510) 486-6053 
DOE,Lawrence Berkeley National Laboratory,,Kbase,1 Cyclotron Road,94720,Berkeley,CA,US,"The DOE Systems Biology Knowledgebase (KBase), a resource led by Lawrence Berkeley National Laboratory in collaboration with Argonne, Oakridge and Brookhaven National Laboratories, aims to provide the environment needed to address the grand challenges of systems biology: predicting and ultimately designing biological function. KBase enables secure sharing of data, tools, and conclusions in a unified, extensible system that allows researchers to collaboratively generate, test, and share hypotheses about molecular and cellular functions; perform large-scale analyses on scalable computing infrastructure; and combine multiple lines of evidence to model with increasing accuracy plant and microbial physiology and community dynamics. The system is designed to enable efficient cycles of model-driven experimental design and refinement to support discoveries of biomolecular function; insights into cellular network operation and organismal adaptation within heterogeneous populations in changeable environments; and organism modifications for effective biodesign of cellular, tissue, and ecosystem behavior for energy and environmental applications. ",R&D Agreements for Facility Access,http://kbase.us/,help@kbase.us,(510) 486-4540 
DOE,Lawrence Berkeley National Laboratory,,FLEXLAB,1 Cyclotron Road,94720,Berkeley,CA,US,"The Facility for Low Energy Experiments (FLEXLAB) facilities research and development in cost effective, aggressive, energy-saving building systems and technologies. It provides unique capabilities in the development of integrated whole building solutions, from design through operations, applicable to both retrofits and new construction.",R&D Agreements for Facility Access,http://flexlab.lbl.gov/,AWard@lbl.gov,(510) 486-4540 
DOE,Lawrence Berkeley National Laboratory,,Demand to Grid (D2G) Lab,1 Cyclotron Road,94720,Berkeley,CA,US,"The goal of the Demand to Grid (D2G) Lab is to provide a demonstration and testing laboratory for Open Automated Demand Response (OpenADR) standards, Automated DR (Auto-DR) technologies, and related Smart Grid activities within Lawrence Berkeley National Laboratory’s (LBNL) Demand Response Research Center (DRRC). The objectives of the D2G Lab are to build and operate a test laboratory to conduct research within LBNL/DRRC and act as a demonstration bed to the stakeholders.",R&D Agreements for Facility Access,link: http://bella.lbl.gov,AWard@lbl.gov,(510) 486-4540 
DOE,Lawrence Berkeley National Laboratory,,AC Test Chambers,1 Cyclotron Road,94720,Berkeley,CA,US,"The Psychrometric Test Chamber’s primary purpose is to evaluate the performance of split type central air conditioners and heat pumps in the cooling capacity range of 12,000 to 70,000 Btu/h (1 to 5 ½ rated tons). It consists of side-by-side indoor and outdoor chambers with temperature, humidity and air flow controlled independently. The Test Chamber is designed to maintain a single set of operating conditions and is able to maintain conditions within the following dry bulb and web bulb temperature ranges:  indoor = 45°F to 100°F DB; 43°F to 85°F WB; outdoor = 10°F to 120°F DB; 35°F to 90.5°F WB. The Balanced Ambient Calorimeter Test Chamber's primary purpose is to evaluate the performance of room air conditioners (split, window, or wall-type), packaged terminal air conditioners, and packaged terminal heat pumps in the cooling capacity range of 6,000 to 42,000 Btu/h (½ to 3 ½ rated tons). It consists of side-by-side indoor and outdoor chambers with temperature, humidity and air flow controlled independently. Both the indoor room and the outdoor room are surrounded by an annular space which independently maintains the same temperature and humidity as the rooms it surrounds. The Test Chamber is designed to maintain a single set of operating conditions and is able to maintain conditions within the following dry bulb and web bulb temperature ranges: indoor = 45°F to 100°F DB; 43°F to 79°F WB; outdoor = 10°F to 120°F DB; 40°F to 81°F WB.",R&D Agreements for Facility Access,www.lbl.gov,AWard@lbl.gov,(510) 486-4540 
DOE,Lawrence Berkeley National Laboratory,,Refrigeration Test Chamber,1 Cyclotron Road,94720,Berkeley,CA,US,"The enclosed and environmentally controlled chamber is able to test four units (single-phase) simultaneously at conditions ranging from tundra to desert temperatures and from comfortable to high humidity.  The facility allows researchers to perform assessment, validation, verification, and exploratory testing on a variety of mechanical and electronic equipment, like refrigerators, dehumidifiers, and computer servers, on-site, with the accuracy and repeatability rivaling that of private testing companies.",R&D Agreements for Facility Access,www.lbl.gov,AWard@lbl.gov,(510) 486-4540 
DOE,Lawrence Berkeley National Laboratory,,Refrigeration Test Chamber,1 Cyclotron Road,94720,Berkeley,CA,US,"The Balanced Ambient Calorimeter Test Chamber's primary purpose is to evaluate the performance of room air conditioners (split, window, or wall-type), packaged terminal air conditioners, and packaged terminal heat pumps in the cooling capacity range of 6,000 to 42,000 Btu/h (½ to 3 ½ rated tons). It consists of side-by-side indoor and outdoor chambers with temperature, humidity and air flow controlled independently. Both the indoor room and the outdoor room are surrounded by an annular space which independently maintains the same temperature and humidity as the rooms it surrounds. The Test Chamber is designed to maintain a single set of operating conditions and is able to maintain conditions within the following dry bulb and web bulb temperature ranges: indoor = 45°F to 100°F DB; 43°F to 79°F WB; outdoor = 10°F to 120°F DB; 40°F to 81°F WB.",R&D Agreements for Facility Access,www.lbl.gov,AWard@lbl.gov,(510) 486-4540 
DOE,Lawrence Berkeley National Laboratory,,Advanced  Façade Testbed,1 Cyclotron Road,94720,Berkeley,CA,US,"The advanced façades testbed enables investigations of system-level interactions between innovative façade systems and impacted lighting and HVAC systems using outdoor tests in three full-scale, side-by-side instrumented test chambers.  Each chamber is thermally isolated so that window heat flow measurements can be made on a comparative basis. The chambers are designed to emulate typical private offices so that daylighting, comfort, and human factors studies can be conducted as well.",R&D Agreements for Facility Access,www.lbl.gov,AWard@lbl.gov,(510) 486-4540 
DOE,Lawrence Berkeley National Laboratory,,Infrared Thermography (IR) Lab,1 Cyclotron Road,94720,Berkeley,CA,US,The Infrared Thermography Laboratory is a platform for conducting detailed experiments on the thermal performance of windows and other insulated systems.,R&D Agreements for Facility Access,www.lbl.gov,AWard@lbl.gov,(510) 486-4540 
DOE,Lawrence Berkeley National Laboratory,,Mobile Window Thermal Test Facility (MoWITT),1 Cyclotron Road,94720,Berkeley,CA,US,Contains two side-by-side calorimetric test chambers for testing the thermal performance of window and wall elements under actual outdoor conditions.,R&D Agreements for Facility Access,www.lbl.gov,AWard@lbl.gov,(510) 486-4540 
DOE,Lawrence Berkeley National Laboratory,,Glazing Optics (Windows),1 Cyclotron Road,94720,Berkeley,CA,US,"The Glazing Optics Laboratory has a complete set of instruments designed to characterize the detailed radiometric and optical properties of window glazing and shading materials, including: (1) Photo-Goniometer: Measures light transmission and reflection of light-emitting, light-scattering, and light-redirecting materials; and (2) Spectro Goniometer: Measures angle-resolved scattering versus wavelength.",R&D Agreements for Facility Access,www.lbl.gov,AWard@lbl.gov,(510) 486-4540 
DOE,Lawrence Berkeley National Laboratory,,Material Characterization (Windows),1 Cyclotron Road,94720,Berkeley,CA,US,(1) Dektak 150 Surface Profiler: Measures the thickness and deposition rates of thin films grown in our coating lab; and (2) Pelletron: An electrostatic ion accelerator made for ion beam analysis of materials.,R&D Agreements for Facility Access,www.lbl.gov,AWard@lbl.gov,(510) 486-4540 
DOE,Lawrence Berkeley National Laboratory,,Thin Film & Deposition Systems (Windows),1 Cyclotron Road,94720,Berkeley,CA,US,"• Coating Lab: Contains chambers for growing thin film window coatings. • Plasma Applications Coating Lab: Contains chambers for growing thin film window coatings. • Solar Control Thin Films Laboratory: Develops novel thin film coatings, deposition technologies, and device systems for next-generation, energy-efficient windows",R&D Agreements for Facility Access,www.lbl.gov,AWard@lbl.gov,(510) 486-4540 
DOE,Lawrence Berkeley National Laboratory,,Lighting,1 Cyclotron Road,94720,Berkeley,CA,US,Lighting Systems Test Facilities aid research that improves the energy efficiency of lighting systems. • Gonio-Photometer: Measures illuminance from each portion of a lamp or fixture. • Spectro Radiometer: Measures the light output of a light source at each wavelength. • Integrating Sphere: Provides fast and accurate measurement of the total light output of a lamp.,R&D Agreements for Facility Access,http://lighting.lbl.gov/l_facilities.html,AWard@lbl.gov,(510) 486-4540 
